2020-01-12 00:00:00,510000,510100,610471,9,4,4,4,0,0,100.00,0,4,0.00,0,0.00
2020-01-12 00:00:00,310000,310100,201022,9,1,1,1,0,0,100.00,1,0,100.00,0,0.00
2020-01-12 00:00:00,310000,310100,201151,9,3,3,3,0,0,100.00,3,0,100.00,1,33.33
2020-01-12 00:00:00,510000,510100,610200,9,134,134,125,9,0,100.00,78,56,58.21,62,46.27
2020-01-12 00:00:00,310000,310100,200247,2,1,1,1,0,0,100.00,1,0,100.00,0,0.00
2020-01-12 00:00:00,310000,310100,201255,9,36,35,30,5,1,97.22,20,16,55.56,6,17.14
2020-01-12 00:00:00,310000,310100,201912,9,27,27,22,5,0,100.00,11,16,40.74,3,11.11
2020-01-12 00:00:00,310000,310100,200202,9,240,237,214,23,3,98.75,106,134,44.17,49,20.68
2020-01-12 00:00:00,510000,510100,610100,2,2,0,0,0,2,0.00,0,2,0.00,0,0.00
2020-01-12 00:00:00,310000,310100,200966,9,16,16,14,2,0,100.00,13,3,81.25,2,12.50
2020-01-12 00:00:00,310000,310100,202947,2,7,4,4,0,3,57.14,4,3,57.14,0,0.00
2020-01-12 00:00:00,310000,310100,201306,2,2,2,2,0,0,100.00,2,0,100.00,0,0.00
2020-01-13 00:00:00,310000,310100,201151,9,3,0,0,0,3,0.00,0,3,0.00,0,0.00
2020-01-11 00:00:00,310000,310100,201917,2,12,12,12,0,0,100.00,10,2,83.33,0,0.00
2020-01-12 00:00:00,310000,310100,200191,9,58,58,57,1,0,100.00,0,58,0.00,8,13.79
2020-01-13 00:00:00,510000,510100,610471,2,1,0,0,0,1,0.00,0,1,0.00,0,0.00
2020-01-11 00:00:00,310000,310100,201247,2,6,6,6,0,0,100.00,5,1,83.33,0,0.00
2020-01-12 00:00:00,510000,510100,610100,9,30,30,28,2,0,100.00,8,22,26.67,9,30.00
2020-01-13 00:00:00,310000,310100,202947,9,5,4,4,0,1,80.00,3,2,60.00,1,25.00
2020-01-11 00:00:00,510000,510100,610100,9,25,25,21,4,0,100.00,14,11,56.00,9,36.00
2020-01-12 00:00:00,310000,310100,201917,9,24,24,20,4,0,100.00,24,0,100.00,3,12.50
2020-01-13 00:00:00,310000,310100,200960,9,24,0,0,0,24,0.00,0,24,0.00,0,0.00
2020-01-11 00:00:00,310000,310100,200966,9,45,45,45,0,0,100.00,0,45,0.00,9,20.00
2020-01-12 00:00:00,310000,310100,201422,2,23,19,19,0,4,82.61,17,6,73.91,0,0.00
2020-01-13 00:00:00,310000,310100,200509,9,125,37,32,5,88,29.60,35,90,28.00,9,24.32
2020-01-11 00:00:00,310000,310100,202947,9,5,5,5,0,0,100.00,4,1,80.00,2,40.00
2020-01-12 00:00:00,310000,310100,202947,9,8,7,5,2,1,87.50,7,1,87.50,3,42.86
2020-01-13 00:00:00,310000,310100,200202,9,272,166,151,15,106,61.03,156,116,57.35,38,22.89
2020-01-11 00:00:00,310000,310100,300400,9,36,36,34,2,0,100.00,17,19,47.22,10,27.78
2020-01-12 00:00:00,310000,310100,201247,2,9,8,8,0,1,88.89,8,1,88.89,0,0.00
2020-01-13 00:00:00,310000,310100,200065,9,1,0,0,0,1,0.00,0,1,0.00,0,0.00
2020-01-11 00:00:00,310000,310100,201912,2,7,7,7,0,0,100.00,5,2,71.43,2,28.57
2020-01-12 00:00:00,310000,310100,201306,9,5,5,5,0,0,100.00,1,4,20.00,1,20.00
2020-01-13 00:00:00,310000,310100,201247,2,8,0,0,0,8,0.00,0,8,0.00,0,0.00
2020-01-11 00:00:00,510000,510100,610100,2,1,1,1,0,0,100.00,0,1,0.00,0,0.00
2020-01-12 00:00:00,510000,510100,610200,2,9,9,9,0,0,100.00,9,0,100.00,0,0.00
2020-01-13 00:00:00,310000,310100,201422,2,35,0,0,0,35,0.00,0,35,0.00,0,0.00
2020-01-11 00:00:00,310000,310100,200191,2,30,30,27,3,0,100.00,25,5,83.33,1,3.33
2020-01-12 00:00:00,310000,310100,300400,2,32,29,29,0,3,90.63,25,7,78.13,2,6.90
2020-01-13 00:00:00,310000,310100,201912,2,4,0,0,0,4,0.00,0,4,0.00,0,0.00
2020-01-11 00:00:00,310000,310100,201422,2,25,25,24,1,0,100.00,17,8,68.00,1,4.00
2020-01-12 00:00:00,310000,310100,201247,9,13,13,10,3,0,100.00,3,10,23.08,3,23.08
2020-01-13 00:00:00,310000,310100,200230,9,22,6,5,1,16,27.27,6,16,27.27,3,50.00
2020-01-11 00:00:00,310000,310100,200202,9,353,353,319,34,0,100.00,169,184,47.88,75,21.25
2020-01-12 00:00:00,310000,310100,200966,2,21,21,21,0,0,100.00,20,1,95.24,1,4.76
2020-01-13 00:00:00,310000,310100,202319,9,1,0,0,0,1,0.00,0,1,0.00,0,0.00
2020-01-11 00:00:00,310000,310100,200509,2,118,116,111,5,2,98.31,94,24,79.66,7,6.03
2020-01-12 00:00:00,310000,310100,201255,2,32,31,30,1,1,96.88,30,2,93.75,2,6.45
2020-01-13 00:00:00,310000,310100,300400,2,32,0,0,0,32,0.00,0,32,0.00,0,0.00
2020-01-11 00:00:00,310000,310100,200230,2,3,3,3,0,0,100.00,3,0,100.00,0,0.00
2020-01-12 00:00:00,310000,310100,200247,9,1,1,1,0,0,100.00,0,1,0.00,1,100.00
2020-01-13 00:00:00,310000,310100,201917,2,7,0,0,0,7,0.00,0,7,0.00,0,0.00
2020-01-11 00:00:00,310000,310100,201422,9,85,85,78,7,0,100.00,3,82,3.53,19,22.35
2020-01-13 00:00:00,310000,310100,200247,2,1,0,0,0,1,0.00,0,1,0.00,0,0.00
2020-01-11 00:00:00,310000,310100,201022,9,11,11,11,0,0,100.00,8,3,72.73,3,27.27
2020-01-13 00:00:00,310000,310100,200230,2,2,0,0,0,2,0.00,0,2,0.00,0,0.00
2020-01-11 00:00:00,310000,310100,201247,9,16,16,15,1,0,100.00,4,12,25.00,0,0.00
2020-01-13 00:00:00,310000,310100,200191,9,29,0,0,0,29,0.00,0,29,0.00,0,0.00
2020-01-11 00:00:00,310000,310100,200509,9,118,118,107,11,0,100.00,26,92,22.03,21,17.80
2020-01-13 00:00:00,510000,510100,610471,9,5,0,0,0,5,0.00,0,5,0.00,0,0.00
2020-01-11 00:00:00,510000,510100,610200,9,125,125,120,5,0,100.00,80,45,64.00,58,46.40
